ACC_X;ACC_Y;ACC_Z;Timestamps;YYYY-MO-DD;HH-MI-SS_SSS
0.3831;1.251;6.8115;26164;03/27/21;13:46:50:233
0.3915;1.4341;7.27;26183;03/27/21;13:46:50:252
0.4633;1.4389;7.4436;26203;03/27/21;13:46:50:272
0.5231;1.4748;7.6531;26223;03/27/21;13:46:50:292
0.4537;1.3827;8.8119;26243;03/27/21;13:46:50:312
0.419;1.2139;9.6558;26264;03/27/21;13:46:50:333
0.419;1.2139;9.6558;26283;03/27/21;13:46:50:352
0.419;1.2139;9.6558;26304;03/27/21;13:46:50:373
0.3639;1.251;10.2412;26324;03/27/21;13:46:50:393
0.4118;1.4114;10.8254;26344;03/27/21;13:46:50:413
0.4082;1.4222;10.8984;26363;03/27/21;13:46:50:432
0.5782;1.5215;11.2695;26384;03/27/21;13:46:50:453
0.7302;1.4784;11.5029;26403;03/27/21;13:46:50:472
0.8894;1.4138;11.6993;26423;03/27/21;13:46:50:492
0.9493;1.3719;11.7855;26443;03/27/21;13:46:50:512
0.9804;1.385;12.2392;26464;03/27/21;13:46:50:533
0.8284;1.3731;12.5241;26482;03/27/21;13:46:50:551
0.5974;1.3012;12.8605;26504;03/27/21;13:46:50:573
0.4585;1.2175;13.0376;26523;03/27/21;13:46:50:592
0.4633;1.2031;13.0388;26543;03/27/21;13:46:50:612
0.6584;1.245;12.8904;26562;03/27/21;13:46:50:631
0.9026;1.3431;12.8162;26583;03/27/21;13:46:50:652
0.8464;1.2737;13.0676;26602;03/27/21;13:46:50:671
0.6249;1.1863;13.4937;26623;03/27/21;13:46:50:692
0.577;1.1468;13.6039;26643;03/27/21;13:46:50:712
0.5327;1.0678;13.471;26663;03/27/21;13:46:50:732
0.5782;1.136;13.1334;26683;03/27/21;13:46:50:752
0.6608;1.3276;12.4786;26702;03/27/21;13:46:50:771
0.6704;1.4234;12.068;26723;03/27/21;13:46:50:792
0.644;1.4162;12.056;26743;03/27/21;13:46:50:812
0.6069;1.3336;12.2236;26763;03/27/21;13:46:50:832
0.5746;1.2258;12.2823;26783;03/27/21;13:46:50:852
0.583;1.1995;12.1218;26803;03/27/21;13:46:50:872
0.516;1.2761;11.8082;26823;03/27/21;13:46:50:892
0.5148;1.336;11.728;26843;03/27/21;13:46:50:912
0.5303;1.3527;11.5556;26864;03/27/21;13:46:50:933
0.5291;1.3372;11.4622;26883;03/27/21;13:46:50:952
0.4944;1.2725;10.975;26903;03/27/21;13:46:50:972
0.5088;1.3384;10.4064;26923;03/27/21;13:46:50:992
0.4717;1.3587;10.1598;26943;03/27/21;13:46:51:012
0.4142;1.3467;9.8174;26963;03/27/21;13:46:51:032
0.4465;1.2653;9.6139;26983;03/27/21;13:46:51:052
0.3903;1.2007;9.5852;27003;03/27/21;13:46:51:072
0.4046;1.1779;9.396;27024;03/27/21;13:46:51:093
0.4764;1.2079;8.9962;27043;03/27/21;13:46:51:112
0.4549;1.2246;8.8873;27063;03/27/21;13:46:51:132
0.4932;1.2091;8.491;27083;03/27/21;13:46:51:152
0.2598;0.996;8.8514;27103;03/27/21;13:46:51:172
0.2322;0.8918;9.0357;27123;03/27/21;13:46:51:192
0.1927;0.9194;9.0022;27143;03/27/21;13:46:51:212
0.2586;0.9445;8.6574;27164;03/27/21;13:46:51:233
0.334;0.9457;8.1403;27184;03/27/21;13:46:51:253
0.4106;0.9685;7.8937;27203;03/27/21;13:46:51:272
0.5483;1.0846;7.1599;27223;03/27/21;13:46:51:292
0.5483;1.0846;7.1599;27243;03/27/21;13:46:51:312
0.6273;1.1372;7.2963;27263;03/27/21;13:46:51:332
0.6991;1.0331;7.3394;27283;03/27/21;13:46:51:352
0.6871;1.1301;7.6255;27303;03/27/21;13:46:51:372
0.8559;1.0678;7.5298;27323;03/27/21;13:46:51:392
0.8942;1.0846;7.3694;27343;03/27/21;13:46:51:412
0.838;1.1684;7.3119;27363;03/27/21;13:46:51:432
0.68;1.1911;7.6411;27383;03/27/21;13:46:51:452
0.6093;1.3707;7.9152;27403;03/27/21;13:46:51:472
0.6716;1.4796;8.102;27423;03/27/21;13:46:51:492
0.5734;1.5431;8.169;27443;03/27/21;13:46:51:512
0.6213;1.5897;8.023;27462;03/27/21;13:46:51:531
0.6141;1.7968;8.6215;27484;03/27/21;13:46:51:553
0.8871;1.8759;8.8573;27503;03/27/21;13:46:51:572
0.8116;1.7502;9.3075;27524;03/27/21;13:46:51:593
0.7685;1.7549;9.4607;27544;03/27/21;13:46:51:613
0.7554;1.6364;9.56;27563;03/27/21;13:46:51:632
0.7913;1.7669;9.6235;27583;03/27/21;13:46:51:652
0.7793;1.9561;9.4751;27603;03/27/21;13:46:51:672
0.9601;2.1081;9.3434;27623;03/27/21;13:46:51:692
0.9972;2.0542;9.3529;27644;03/27/21;13:46:51:713
0.7829;1.9261;9.675;27663;03/27/21;13:46:51:732
0.6177;1.8435;9.6582;27684;03/27/21;13:46:51:753
0.6009;1.8256;9.6103;27703;03/27/21;13:46:51:772
0.6009;1.8256;9.6103;27724;03/27/21;13:46:51:793
0.5076;1.7538;9.7229;27743;03/27/21;13:46:51:812
0.5231;1.7298;9.8713;27763;03/27/21;13:46:51:832
0.8296;1.6628;9.4942;27783;03/27/21;13:46:51:852
0.7877;1.7621;9.3422;27802;03/27/21;13:46:51:871
0.7039;1.7549;9.3565;27825;03/27/21;13:46:51:894
0.7171;1.7107;9.4511;27843;03/27/21;13:46:51:912
0.8045;1.7358;9.3386;27863;03/27/21;13:46:51:932
0.753;1.7657;9.317;27883;03/27/21;13:46:51:952
0.741;1.7418;9.4164;27902;03/27/21;13:46:51:971
0.7087;1.737;9.5229;27924;03/27/21;13:46:51:993
0.6452;1.7526;9.6139;27943;03/27/21;13:46:52:012
0.6081;1.719;9.7121;27962;03/27/21;13:46:52:031
0.9613;1.7873;9.4523;27983;03/27/21;13:46:52:052
0.7422;1.8735;9.5864;28003;03/27/21;13:46:52:072
0.7254;1.8818;9.5122;28023;03/27/21;13:46:52:092
0.6345;1.9213;9.4595;28043;03/27/21;13:46:52:112
0.6249;1.8064;9.5026;28063;03/27/21;13:46:52:132
0.6404;1.8531;9.4786;28083;03/27/21;13:46:52:152
0.5674;1.8172;9.6007;28103;03/27/21;13:46:52:172
0.577;1.8423;9.6714;28124;03/27/21;13:46:52:193
0.4764;1.8974;9.6845;28143;03/27/21;13:46:52:212
0.5519;1.8328;9.5565;28164;03/27/21;13:46:52:233
0.3938;1.8148;9.6259;28182;03/27/21;13:46:52:251
0.7865;1.7502;9.645;28203;03/27/21;13:46:52:272
0.8787;1.7059;10.0365;28223;03/27/21;13:46:52:292
0.7123;1.7286;10.2256;28243;03/27/21;13:46:52:312
0.6548;1.81;9.6379;28263;03/27/21;13:46:52:332
0.5459;1.8735;9.481;28283;03/27/21;13:46:52:352
0.5614;1.7825;9.5541;28303;03/27/21;13:46:52:372
